final_price,available_for_delivery,available_for_pickup,brand,review_count,product_id,product_name,category_name,root_category_name,tags,rating,unit_price,sizes,colors,seller,initial_price,categories,date,discount_numeric,discount_percent,one_star,two_stars,three_stars,four_stars,five_stars
31.99,True,False,Bare Home,283,1180696141,"Bare Home Luxury Duvet Cover and Sham Set - Premium 1800 Collection - Ultra-Soft - King/Cal King, Grid - Grey/White, 3-Pieces",Bedding Sets,Home,"[""Best seller""]",4.2,,"[""Full"",""Queen"",""King/Cal King"",""Oversized King"",""Oversized Queen"",""Twin/Twin XL""]","[""01 - White"",""02 - Black"",""03 - Gray"",""04 - Light Gray"",""05 - Taupe"",""06 - Sand"",""07 - Fresh Cream"",""08 - Dark Blue"",""09 - Coronet Blue"",""10 - Light Blue"",""11 - Plum"",""12 - Lavender"",""13 - Red"",""14 - Heathered Charcoal"",""15 - Heather Midnight Blue"",""16 - Heathered Pewter"",""17 - Stripe - Heathered Charcoal"",""18 - Stripe - Heathered Midnight"",""19 - Plaid - Heathered Charcoal"",""20 - Modern Plaid - Gray/White"",""21 - Modern Plaid - Stone/White"",""22 - Modern Plaid - White/Gray"",""23 - Grid - Stone/White"",""24 - Grid - Midnight/White"",""25 - Grid - White/Gray"",""26 - Grid - Gray/White"",""27 - Pinstripe - Stone/White"",""28 - Pinstripe - Gray/White"",""29 - Pinstripe - White/Marine""]",Bar███ome███,53.99,"[""Home"",""Bedding"",""Bedding Sets"",""Bedding Sets""]",2024-08-24,22.0,40.75,28,10,20,31,194
24.99,True,False,Avidlove,24,5327761690,Avidlove Women Button Down Pajama Sets Short Sleeve Shirt with Shorts 2 Piece Pjs Sets Soft Sleepwear Nightwear Button Up Notch Collar Loungewear Set,Young Adult Pajamas,Clothing,"[""Reduced price""]",4.9,,"[""S"",""M"",""L"",""XL"",""XXL""]","[""Black"",""Black_A"",""Black_B"",""Christmas Red Pat9"",""Dark Green_B"",""Deep Flower Gray"",""Deep Gray_A"",""Deep Navy Blue_B"",""Green-Pink Leaves_A"",""Green_A"",""Grey_B"",""Leopard Pink_A"",""Navy Blue_A"",""Navy Blue_B"",""Wine Red"",""Wine Red_B""]",Avi███ve,32.99,"[""Clothing"",""Young Adult"",""Young Adult Clothing"",""Young Adult Pajamas""]",2024-08-24,8.0,24.25,0,1,0,0,23
14.99,True,False,Aceur,44,1336755092,"ACEUR Trading Card Binder with 400 Side Loading Pockets,4 Pocket Trading Card Album Folder for TGC,MTG, Baseball Cards, Yugioh",Trading Card Binders & Sleeves,Collectibles,"[""Clearance"",""Best seller""]",5.0,,"[""4 Pocket"",""9 Pocket""]","[""Style1"",""Style2""]",ACEUR,29.99,"[""Collectibles"",""Trading Cards"",""Trading Card Binders & Sleeves""]",2024-08-25,15.0,50.02,0,0,0,2,42
23.99,True,False,Ablanczoom,213,2637400158,Ablanczoom Womens Sandals Closed Toe Ankle Strap Comfort Summer Flats Sandals for Women Shoes,Womens Sandals,Clothing,"[""Clearance"",""Best seller""]",4.3,,"[""4.5"",""5"",""6"",""6.5"",""7"",""8"",""9"",""9.5"",""10"",""10.5"",""11""]","[""Black"",""Brown""]",Abl███zoo███S,32.99,"[""Clothing"",""Shoes"",""Womens Shoes"",""Womens Sandals"",""Womens Sandals""]",2024-08-25,9.0,27.28,20,6,10,29,148
14.99,True,False,Eytino,141,294549868,Eytino Plus Size Tops V Neck T Shirts Women Short Sleeve Tops Casual Summer Tshirts Loose Fit Tee Yellow 5X,Plus Size Tops,Clothing,"[""Clearance""]",4.2,,"[""1X"",""2X"",""3X"",""4X"",""5X""]","[""A Black"",""A Blue"",""A Gray"",""A Green"",""A Red"",""A White"",""A Yellow"",""C Black""]",Eyt███,24.89,"[""Clothing"",""Womens Plus"",""Plus Size Tops"",""Plus Size Tops""]",2024-08-25,9.9,39.78,13,5,15,13,95
24.73,True,False,Elegant Comfort,99,331844620,"Holiday Pattern 1500 Series Sheet set (6-Piece) Bedding Set, Queen, Burgundy Reindeer",Colored Sheets,Home,,4.3,,"[""Twin"",""Twin-XL"",""Full"",""Queen"",""King""]","[""Burgundy Reindeer"",""Christmas Tree"",""Peace and Joy"",""Red"",""SnowFlake Burgundy"",""SnowFlake Gray""]",ELE███T C███ORT██████,27.48,"[""Home"",""Bedding"",""Bed Sheets & Pillowcases"",""Colored Sheets""]",2024-08-24,2.75,10.01,12,3,3,7,74
67.44,True,False,Jessica London,11,3824041405,Jessica London Women's Plus Size 2-Piece Stretch Knit Duster Set,Jessica London,Clothing,"[""Reduced price""]",4.7,,"[""14-16"",""18-20"",""22/24"",""26/28"",""30/32""]","[""Black"",""Dark Berry"",""Dark Olive Green"",""Emerald Green"",""Red Ochre"",""Rich Brown""]",Ful███aut███ran███,75.74,"[""Clothing"",""Fashion Brands"",""Jessica London""]",2024-08-24,8.3,10.96,0,0,1,1,9
29.99,True,False,UVPLove,73,2747441586,UVPLOVE Womens 2023 Fall Casual Turtleneck Batwing-Sleeved Chunky Oversized Ribbed Knit Tunic Sweaters in Pullover Style,Womens Sweaters,Clothing,,4.6,,"[""S"",""M"",""L"",""XL"",""XXL""]","[""Beige White"",""Black"",""Brown"",""Coffee"",""Light Pink"",""White"",""khaki""]",Uvp███e,36.99,"[""Clothing"",""Womens Clothing"",""Womens Sweaters"",""Womens Sweaters""]",2024-08-24,7.0,18.92,0,2,5,14,52
33.99,True,False,SANMADROLA,116,2570740977,Sanmadrola Sofa Covers Sectional Couch Loveseat Covers Throw Sofa Cover Sofa Slipcover for Most Shape Sofas Decor Cotton Polyester Blend Thick Throw Cover with Tassels,Slipcovers,Home,"[""Best seller""]",4.0,,"[""L / Loveseat / 1 PCS"",""M / Chair / 1 PCS"",""3XL / 3 or 4 Seat / 1 PCS"",""XL / 3 Seat/ 1 PCS"",""XXL / 3 or 4 Seat / 1 PCS""]","[""Beige White"",""Black"",""Brown"",""Gray"",""Gray-White"",""Khaki"",""Khaki-White"",""Light Brown"",""Navy Blue"",""Royal Blue"",""Yellow""]",SAN███ROL███,48.99,"[""Home"",""Decor"",""Slipcovers""]",2024-08-24,15.0,30.62,13,9,15,6,73
25.97,True,True,Better Homes & Gardens,137,5262717138,"Better Homes & Gardens Ultra Soft Polyester Bath Runner Rug, 20X60, Grey Flannel",Bathroom Rugs & Bath Mats,Home,"[""Popular pick""]",4.7,,"[""20\"" x 60\"""",""23\"" x 39\""""]","[""Almond Biscuit"",""Arctic White"",""Blue Admiral"",""Green River"",""Grey Flannel"",""Grey Shadow"",""Nimbus Blue"",""Old Rose"",""Soft Silver"",""Vanilla Dream""]",Wal███t.c███,25.97,"[""Home"",""Bath"",""Bathroom Rugs & Bath Mats"",""Bathroom Rugs & Bath Mats""]",2024-08-24,0.0,0.0,5,2,2,12,116
10.78,True,False,FabricLA,50,391028302,"""FabricLA Comfort Shaggy Luxury Soft Faux Fur Fabric Soft Trim Size, 60â€ x 4â€ inch Elegant Choice Ribbon (Ivory)""",Shop All Fabric,Arts Crafts & Sewing,,3.9,,"[""2 x 60"",""4 x 4"",""4 x 60"",""6 x 6"",""6 x 60"",""8 x 60"",""8 x 8"",""9 x 12"",""10 x 10"",""12 x 12"",""15 x 15"",""20 x 20"",""28 x 28"",""30 x 30"",""30 x 36""]","[""2White2Black"",""Baby Blue"",""Baby Pink"",""Banana"",""Beige"",""Black"",""Bubble Gum"",""Burgundy"",""Chocolate"",""Dark Grey"",""Dark Navy Blue"",""Dk Turquoise"",""Fuchsia"",""Golden Yellow"",""Ivory"",""Kelly Green"",""Latte"",""Lavender"",""Light Brown"",""Lime"",""Mint"",""Multicolor"",""Off-White"",""Olive"",""Orange"",""Pastel"",""Pastel Patch"",""Peach"",""Platinum Gray"",""Purple"",""Red"",""Royal Blue"",""Teal"",""Turquoise"",""White"",""burgundy""]",Fab███LA,16.77,"[""Arts Crafts & Sewing"",""Fabric"",""Shop All Fabric""]",2024-08-24,5.99,35.72,9,3,4,0,34
10.99,True,False,Badger,48,910055282,"Badger Kids Sunscreen Stick SPF 35 with Mineral Zinc Oxide, Travel Size Sunscreen Stick for Kids, 97% Organic Ingredients, Reef Friendly, Broad Spectrum, Water Resistant, .65 oz",Mineral Sunscreen,Personal Care,,4.3,,"[""0.65 oz Stick""]",[],Bad███,14.99,"[""Personal Care"",""Sun Care"",""Mineral Sunscreen""]",2024-08-24,4.0,26.68,4,3,3,2,36
19.88,False,False,Key Nutrients,1527,1226247035,"Key Nutrients Electrolytes Powder - Sweet Cherry-Pom Electrolyte Drink Mix - Hydration Powder - No Sugar, No Calories, Gluten Free - 40 Travel Packets",All Powdered Drink Mix,Food,,4.8,,"[""10"",""20"",""20 Travel Packets"",""40"",""90""]",[],Bra███d,39.0,"[""Food"",""Beverages"",""Powdered Drink Mixes"",""All Powdered Drink Mix""]",2024-08-24,19.12,49.03,31,9,14,117,1356
5.94,True,False,L.A. COLORS,20,886368088,"L.A. Colors Long-lasting Moisture Cream Velvet Plush Lipstick, Exquisite",Lipstick,Beauty,,4.3,45.69,[],[],Soc███and███uff██████,5.94,"[""Beauty"",""Makeup"",""Lip Makeup"",""Lipstick""]",2024-08-24,0.0,0.0,1,1,2,3,13
25.99,True,False,TIYOMI,46,3926647654,TIYOMI Plus Size Black Tops For Women Snake Pattern Long Sleeve Button Blouses Raglan Snakeskin Sleeves Henley Crewneck Shirts Tee Loose Fit Tunics Fall Winter Casual Pullover XL 14W 16W,Plus Size Tops,Clothing,"[""Reduced price""]",4.2,,"[""XL"",""2XL"",""3XL"",""4XL"",""5XL""]","[""1-Christmas Letter Tree"",""1-Floral Grey"",""1-Leopard Black"",""1-Stripe Blue"",""1-Stripe Pink"",""4-Cow Print Navy Blue"",""4-Cow Print Orange"",""Black"",""Black Leopard"",""Brown"",""Camo"",""Caramel"",""Cross Black"",""Cross Brown"",""Cross Floral Black"",""Cross Floral Grey"",""Cross Iris"",""Cross Purple Tie Dye"",""Cross Wine Red"",""Daisy"",""Floral"",""Floral Black"",""Green Red Plaid"",""Green Stripe"",""Hot Pink"",""Paisley"",""Purple"",""Rose Red"",""Rust Red Stripe"",""Snakeskin"",""Tie Dye"",""Western Aztec Print""]",US ███ury███een█████████,30.99,"[""Clothing"",""Womens Plus"",""Plus Size Tops"",""Plus Size Tops""]",2024-08-24,5.0,16.13,2,2,6,9,27
25.0,True,False,Wrangler,4,5323625259,"Wrangler Men's Big and Tall Plaid Woven Shirt ,Big Size Up To 6XL And Tall Size Up To 4XT",Mens Casual Button Down Shirts,Clothing,"[""Reduced price""]",4.0,,"[""6X"",""XLT"",""2XLT"",""2X"",""3XLT"",""3X"",""4XLT"",""4X"",""5X""]","[""Cream/Dark Navy/Blue"",""Cyan/Pink/Magenta"",""Green/Light Green/Blue"",""Green/White"",""Navy/White"",""Tangerine/White""]",Wal███t.c███,35.0,"[""Clothing"",""Mens Clothing"",""Mens Shirts"",""Mens Casual Button Down Shirts""]",2024-08-24,10.0,28.57,1,0,0,0,3
30.99,True,False,TheLovely,208,756191129,TheLovely Womens & Plus Stretch Cotton Fold-Over High Waist Bootcut Workout Flared Yoga Pants,Womens Workout Bottoms,Clothing,"[""Reviewers highlighted: comfort, fit"",""Clearance""]",3.8,,"[""S"",""M"",""L"",""XL"",""1X"",""2X"",""3X""]","[""2PK: Ash Grey/Charcoal"",""2PK: Ash Mocha/Deep Camel"",""2PK: Ash Mocha/Mocha"",""2PK: Ash Rose/Desert Rose"",""2PK: Ash Rose/Magenta"",""2PK: Black/Black"",""2PK: Black/White"",""2PK: Bright Blue/Deep Sky"",""2PK: Bright Blue/Spring Blue"",""2PK: Charcoal/Americano"",""2PK: Charcoal/DK Olive"",""2PK: Charcoal/DK Plum"",""2PK: Charcoal/H Grey"",""2PK: Charcoal/Navy"",""2PK: Charcoal/White"",""2PK: DK Burgundy/DK Rust"",""2PK: DK Olive/Hunter Green"",""2PK: DK Olive/LT Olive"",""2PK: Deep Sky/Spring Blue"",""2PK: Desert Rose/Ruby"",""2PK: Dusty Banana/Olive Mustard"",""2PK: Dusty Teal/Teal"",""2PK: Fuchsia/H Mauve"",""2PK: H Grey/H Beige"",""2PK: H Grey/H Grey"",""2PK: H Grey/White"",""2PK: LT Navy/LT Olive"",""2PK: LT Navy/Mint"",""2PK: NAVY/TEAL"",""2PK: Navy/Teal"",""2PK: Neon Coral/H Mauve"",""2PK: Olive Mustard/Khaki"",""2PK: Ruby/Magenta"",""2PK:Bone/H Beige"",""3PK: BLACK/CHARCOAL/H GREY"",""3PK: Black/Charcoal/H Grey"",""3PK: Black/Charcoal/White"",""3PK: Black/H Grey/White"",""3PK: Black/Navy/White"",""3PK: Black/Red/White"",""ASH OLIVE"",""Almond"",""Americano"",""Army Green"",""Ash Grey"",""Ash Mocha"",""Ash Mustard"",""Ash Olive"",""Ash Rose"",""Black"",""Blue Grey"",""Bone"",""Charcoal"",""Copper"",""DK Brown"",""DK Burgundy"",""DK Olive"",""DK Rust"",""Deep Camel"",""Deep Sky"",""Denim Blue"",""Desert Rose"",""Dusty Banana"",""Dusty Teal"",""Eggplant"",""Fired Brick"",""Fuchsia"",""Gray"",""Green"",""Green MInt"",""Green Mint"",""H Beige"",""H Grey"",""H Mauve"",""Hunter Green"",""Ivory"",""Khaki"",""LT Navy"",""LT Olive"",""Magenta"",""Mid Grey"",""Mint"",""Mocha"",""Navy"",""Neon Coral"",""Olive Mustard"",""Ruby"",""Spring Blue"",""Teal"",""Titanium"",""White""]",The███ely███,34.99,"[""Clothing"",""Womens Clothing"",""Womens Activewear"",""Womens Workout Bottoms"",""Womens Workout Bottoms""]",2024-08-24,4.0,11.43,47,5,13,24,119
6.09,True,False,PNTUTB,1,1084361448,"Pntutb Womans Plus Size Clearance,Womens Shirt Tees Short Sleeve V-Neck T Shirt Tie-Dye T-Shirt Tops Blouse Gift Rollback",Womens Blouses,Clothing,"[""Clearance""]",5.0,,"[""S"",""M"",""L"",""XL"",""XXL"",""3XL"",""4XL"",""5XL""]","[""Tie-Dye"",""#7-Army Green"",""#7-Blue"",""#7-Green"",""#7-Orange"",""#7-Purple"",""#7-Yellow""]",PAT███LAV███,6.89,"[""Clothing"",""Womens Clothing"",""Womens Tops"",""Womens Blouses"",""Womens Blouses""]",2024-08-24,0.8,11.61,0,0,0,0,1
10.12,True,True,L'Oreal Paris,853,10997171,"L'Oreal Paris Double Extend Tubing Mascara Lengthening in 2 Steps, Black",All Mascara,Beauty,"[""100+ bought since yesterday"",""In 50+ people's carts"",""Best seller"",""Popular pick""]",4.3,30.67,[],"[""Black"",""Blackest Black""]",Wal███t.c███,10.12,"[""Beauty"",""Makeup"",""Eye Makeup"",""Mascara"",""All Mascara""]",2024-08-25,0.0,0.0,79,37,32,79,626
14.89,True,False,UVPLove,206,5247352286,"Uvplove 3/4 Sleeve Blouses for Women Business Casual Elegant Chiffon V Neck Blouses Tops,US Size,Dark Green,M",Womens Blouses,Clothing,"[""Flash Deal""]",4.5,,"[""S"",""M"",""L"",""XL"",""2XL""]","[""Black"",""Black Dot"",""Dark Green"",""Floral White"",""Flower Navy Blue"",""Flower Wine Red"",""MM F Red"",""Royal Blue"",""SX F Navy Blue"",""White"",""Wine Red""]",Uvp███e,32.99,"[""Clothing"",""Womens Clothing"",""Womens Tops"",""Womens Blouses"",""Womens Blouses""]",2024-08-25,18.1,54.87,10,7,7,20,162
16.19,True,False,GaaiKei,3,3053955490,"GaaiKei 6 Pack Women's Invisible Seamless Hipster Panties Mid-Rise No Show Laser Cut Brief Underwear,Nude Size 5",Hipsters,Clothing,"[""Reduced price""]",3.0,,"[""5"",""6"",""7"",""8"",""9""]","[""Multicolor"",""Nude"",""Black 6 Pack"",""Multicolor 6 Pack"",""Nude 6 Pack""]",Tuo███Tin███,17.99,"[""Clothing"",""Womens Clothing"",""Womens Bras, Panties & Lingerie"",""Womens Panties"",""Hipsters""]",2024-08-25,1.8,10.01,1,0,1,0,1
14.99,True,False,CPOKRTWSO,2,997055913,CPOKRTWSO Women's Plus Size Long Sleeve Tops Casual Floral Henley Tunic Blouse M-4XL,Plus Size Tops,Clothing,"[""Clearance""]",5.0,,"[""M"",""L"",""XL"",""2XL"",""3XL"",""4XL""]","[""15"",""2"",""24"",""6"",""Aicd Blue"",""Black"",""Carbon Black"",""Carbon Black 2"",""Carbon Pink"",""Carbon Pink 2"",""Dark Green"",""Purple"",""Purple Grey"",""Wine Red""]",CPO███WSO███,16.99,"[""Clothing"",""Womens Plus"",""Plus Size Tops"",""Plus Size Tops""]",2024-08-24,2.0,11.77,0,0,0,0,2
28.62,True,False,Noble Linens,13,606223683,"Noble Linens Navy Blue Diamond Pattern 2-Piece Duvet Cover Set, Twin/TwinXL",Duvet Cover Sets,Home,,4.2,9.54,"[""Twin"",""Full/Queen"",""King""]","[""Navy""]",Wal███t.c███,28.62,"[""Home"",""Bedding"",""Duvet Covers"",""Duvet Cover Sets""]",2024-08-24,0.0,0.0,0,2,2,0,9
14.99,True,False,Riviera Sun,52,806310789,"Riviera Sun Rasta Short Sleeve Umbrella Dresses for Women 21929-S (Rasta 2, Medium)",Womens Dresses,Clothing,,3.9,,"[""S"",""M"",""L"",""XL"",""1X"",""2X"",""3X""]","[""Black"",""Charcoal"",""Fuchsia"",""Medium Denim"",""Olive"",""Purple"",""Rasta 2"",""Rasta 3"",""Rust"",""Turquoise"",""White"",""White Hand Paint""]",Jus███ove███shi███,17.99,"[""Clothing"",""Womens Clothing"",""Womens Dresses"",""Womens Dresses""]",2024-08-24,3.0,16.68,9,3,4,6,30
47.52,True,False,Great Bay Home,436,254849903,"Great Bay Home Extra Plush Plaid Fleece Warm & Cozy Sheet Set  (Full, Plaid Grey)",Colored Sheets,Home,,4.8,,"[""Twin"",""Full"",""Queen"",""King""]","[""Plaid Grey"",""Plaid Navy""]",BH ███lec███e,54.99,"[""Home"",""Bedding"",""Bed Sheets & Pillowcases"",""Colored Sheets""]",2024-08-25,7.47,13.58,7,5,13,29,382
149.99,True,False,Unique Loom,21,486409223,Unique Loom Midnight Bromley Rug Navy Blue/Ivory 9' x 12' Rectangle Medallion Shabby-Chic Perfect For Living Room Bed Room Dining Room Office,All Area Rugs,Home,,4.8,,"[""2' 0\"" x 13' 1\"""",""2' 0\"" x 2' 11\"""",""2' 0\"" x 3' 1\"""",""2' 0\"" x 6' 9\"""",""2' 0\"" x 8' 8\"""",""3' 0\"" x 3' 0\"""",""3' 0\"" x 3' 1\"""",""3' 1\"" x 3' 1\"""",""3' 3\"" x 5' 3\"""",""4' 0\"" x 6' 0\"""",""4' 1\"" x 6' 1\"""",""5' 1\"" x 5' 1\"""",""5' 1\"" x 8' 0\"""",""5' 3\"" x 5' 3\"""",""6' 1\"" x 9' 0\"""",""7' 1\"" x 10' 0\"""",""7' 10\"" x 10' 0\"""",""7' 10\"" x 11' 0\"""",""7' 10\"" x 7' 10\"""",""8' 0\"" x 10' 0\"""",""8' 0\"" x 11' 0\"""",""8' 0\"" x 8' 0\"""",""9' 0\"" x 12' 0\"""",""9' 0\"" x 12' 2\"""",""10' 0\"" x 14' 1\""""]","[""Dark Gray"",""Gray"",""Green"",""Light Brown"",""Navy Blue"",""Pink"",""Turquoise"",""Yellow""]",Uni███ Lo███,254.83,"[""Home"",""Decor"",""Rugs"",""Area Rugs"",""All Area Rugs""]",2024-08-25,104.84,41.14,0,1,0,1,19
51.98,True,False,Bella Vita,1,385780287,BELLA VITA Womens Beige Cushioned Stretch Stephanie Pointed Toe Kitten Heel Zip-Up Booties 10 N,Womens Booties,Clothing,"[""Clearance""]",5.0,,"[""US 6.5"",""US 8.5"",""5.5 M"",""6"",""6 W"",""6.5 N"",""7 M"",""8"",""8 M"",""8.5"",""9"",""9.5"",""10"",""10 N"",""11"",""12 N""]","[""Beige"",""Black"",""Black Stretch Polyurethane"",""Black Stretch Super Suede"",""Burgundy"",""Burgundy Stretch Super Suede"",""Maroon"",""Navy Stretch Super Suede"",""Red"",""Stone Stretch Super Suede""]",BOB███+ B███KA,90.0,"[""Clothing"",""Shoes"",""Womens Shoes"",""Womens Booties""]",2024-08-25,38.02,42.24,0,0,0,0,1
19.98,True,False,Wrangler,40,5182915849,"Wrangler Men's Cotton Stretch Boxer Brief Set, Boxer Briefs Underwear for Men, L, 6 Pack",Mens Boxer Briefs,Clothing,,4.8,3.33,"[""S"",""M"",""L"",""XL"",""2XL"",""3XL""]","[""NAVY, LT GREY HEATHER, ELEMENTAL BLUE"",""NAVY, SALSA, LT GREY HEATHER""]",Wal███t.c███,19.98,"[""Clothing"",""Mens Clothing"",""Mens Underwear"",""Mens Boxer Briefs""]",2024-08-25,0.0,0.0,0,0,1,7,32
16.02,True,False,Mezzati,23,691921425,Mezzati Luxury 1800 Prestige Soft and Comfortable Collection Bed Sheets Set Cal King Striped Gray,Colored Sheets,Home,"[""Clearance""]",4.2,,"[""Twin"",""Full"",""Queen"",""King"",""California King""]","[""Beige"",""Brown"",""Gray"",""Light Blue"",""Striped Beige"",""Striped Light Blue"",""Striped White"",""White""]",Mez███i,20.03,"[""Home"",""Bedding"",""Bed Sheets & Pillowcases"",""Colored Sheets""]",2024-08-25,4.01,20.02,3,1,0,3,16
7.94,True,False,Arrowhead Mills,135,28926816,Arrowhead Mills Puffed Rice Cereal 6 oz Pkg,Kids' Cereal,Food,"[""Popular pick""]",4.6,1.32,[],[],Fle███,7.94,"[""Food"",""Breakfast & Cereal"",""Cereal & Granola"",""Kids' Cereal""]",2024-08-24,0.0,0.0,6,2,9,7,111
11.97,True,False,Pawmate,218,1435754084,"Pawmate Eliminate Tears Nutritious Dog Treats, Chicken Wrapped Sweet Potato for All Dogs, 11 oz",Rawhides,Pets,"[""Best seller"",""Flash Deal""]",4.7,,[],[],Paw███e,14.99,"[""Pets"",""Dogs"",""Dog Treats"",""Dog Bones and Chews"",""Rawhides""]",2024-08-24,3.02,20.15,5,4,10,10,189
19.98,True,True,Mainstays,895,1179986474,"Mainstays 4 of a Kind Blackout Curtain Panels, Set of 4, Green, 28"" W x 84"" L",Shop Curtains,Home,"[""In 50+ people's carts"",""Best seller""]",4.5,,"[""28\"" W x 54\"" L"",""28\"" W x 63\"" L"",""28\"" W x 84\"" L"",""28\"" W x 95\"" L""]","[""Black"",""Blue Cove (Blue)"",""Dark Blue"",""Gray"",""Green"",""Navy"",""Sage"",""Soft Sea (Sage)"",""Soft Silver (Gray)"",""White""]",Wal███t.c███,19.98,"[""Home"",""Decor"",""Curtains & Window Treatments"",""Curtains"",""Shop Curtains""]",2024-08-24,0.0,0.0,42,25,40,99,689
38.69,True,False,Wallflower,10,1939989912,WallFlower Women's Legendary Bootcut Mid-Rise Insta Stretch Juniors Jeans (Standard and Plus),Plus Size Jeans,Clothing,"[""Reduced price""]",4.5,,"[""22 Plus"",""24 Plus"",""0"",""1"",""3"",""5"",""7"",""9"",""11"",""13"",""15"",""17"",""14 Plus"",""16 Plus"",""18 Plus"",""20 Plus"",""0 Long"",""0 Short"",""1 Long"",""1 Short"",""3 Long"",""3 Short"",""5 Long"",""5 Short"",""7 Long"",""7 Short"",""9 Long"",""9 Short"",""11 Long"",""11 Short"",""13 Long"",""13 Short"",""14 Plus Long"",""14 Plus Short"",""15 Long"",""15 Short"",""16 Plus Long"",""16 Plus Short"",""17 Long"",""17 Short"",""18 Plus Long"",""18 Plus Short"",""20 Plus Long"",""20 Plus Short"",""22 Plus Long"",""22 Plus Short"",""24 Plus Long"",""24 Plus Short""]","[""Amy"",""Jenna"",""Katy"",""Keller"",""Keller Pure"",""Trixie""]",Mam███,42.99,"[""Clothing"",""Womens Plus"",""Plus Size Jeans"",""Plus Size Jeans""]",2024-08-25,4.3,10.0,0,0,2,1,7
13.96,True,False,Dark and Lovely,2941,5664506341,"(2 pack) Softsheen-Carson Dark and Lovely Fade Resist Rich Conditioning Hair Color, Permanent Hair Dye, 377 Sunkissed Brown",Conditioning Hair Color,Beauty,,4.4,13.96,[],[],Wal███t.c███,13.96,"[""Beauty"",""Hair Care"",""Hair Color"",""Conditioning Hair Color""]",2024-08-25,0.0,0.0,170,78,201,390,2102
69.3,True,False,Hauteloom,824,261700925,"Hauteloom Berber Shag Collection - Fishhook Farmhouse Entryway, Bedroom, Kitchen Shaggy Runner Rug with Tassel - Fluffy Plush High Pile Carpet - Southwestern Tribal Style - Beige, Black - 2'7"" x 7'3""",All Runner Rugs,Home,"[""Reduced price""]",4.8,,"[""2' x 2'11\"""",""2'7\"" x 10'"",""2'7\"" x 7'3\"""",""3'1\"" x 4'11\"""",""3'11\"" x 5'7\"""",""5'3\"" Round"",""5'3\"" x 7'"",""5'3\"" x 7'3\"""",""6'7\"" x 9'"",""7'10\"" Round"",""7'10\"" Square"",""7'10\"" x 10'"",""7'10\"" x 10'3\"""",""8'10\"" x 12'"",""9'2\"" x 12'"",""10' x 13'11\"""",""18\"" x 18\"" Sample""]","[""Beige, Charcoal, Gray / Duncans DNCNS"",""Beige, Charcoal, Gray / Howth HOWT"",""Charcoal, Beige / Alstead"",""Charcoal, Beige / Godalming GOD"",""Charcoal, Beige / Kibureau KIBUR"",""Charcoal, Peach / Alstead"",""Charcoal, Peach / Ayden AYDE"",""Charcoal, Peach / Emlenton EML"",""Charcoal, Peach / Ennis NNS"",""Charcoal, Peach / Godalming GOD"",""Charcoal, Peach / Hauppauge HAUP"",""Charcoal, Peach / Munich MUNIC"",""Charcoal, Peach / Pahala PAH"",""Charcoal, Peach / Thetford THET"",""Charcoal, Peach / Wallagrass WAL"",""Charcoal, Peach / West End WES"",""Charcoal/Light Beige(Alstead)"",""Light Brown, Charcoal, Gray / Fishhook FISHH"",""Light Gray, Charcoal, Gray / Bayanga BAYAN"",""Light Gray, Charcoal, Gray / Buan BNCJ""]",Hau███oom███,77.0,"[""Home"",""Decor"",""Rugs"",""Runner Rugs"",""All Runner Rugs""]",2024-08-25,7.7,10.0,20,5,22,44,733
21.99,True,False,MINTREUS,83,5116316140,MINTREUS Women's Pajama Set Long Sleeve Sleepwear Ladies Soft Pjs Lounge Set,Womens Pajama Sets,Clothing,"[""Reduced price""]",4.7,,"[""S"",""M"",""L"",""XL"",""2XL""]","[""01-Black"",""02-FP White Star"",""03-Navy Blue"",""04-Wine Red"",""05-Purple Red"",""06-FP Mix Blue"",""07-Light Blue"",""08-Jasmine Blue"",""09-Pink Star"",""10-FP Leopard Beige""]",MIN███US,33.99,"[""Clothing"",""Womens Clothing"",""Womens Pajamas & Loungewear"",""Womens Pajama Sets""]",2024-08-24,12.0,35.3,3,1,2,6,71
9.47,True,False,Revlon,1790,11994938,"Revlon ColorStay Overtime Longwearing Gloss Lipstick with Vitamin E, 270 Relentless Raisin, 0.07 fl oz",Lipstick,Beauty,"[""Reviewers highlighted: shade, carry, for the morning"",""Best seller""]",4.3,,[],"[""All Night Fuchsia"",""Bare Maximum"",""Blush Hour"",""Boundless Nude"",""Cherry Time"",""Constantly Coral"",""Endless Spice"",""Everlasting Rum"",""Faithful Fawn"",""For Keeps Pink"",""Forever Pink"",""Forever Scarlet"",""Infinite Raspberry"",""Keep Blushing"",""Limitless Black Cherry"",""Neverending Purple"",""No Coffee Break"",""Non-Stop Cherry"",""Perennial Peach"",""Purple"",""Taupe Time"",""Ultimate Wine"",""Unending Red"",""Unlimited Mulberry"",""Unstoppable Nude"",""24/7 Pink"",""260 Perennial Plum"",""270 Eternally Tan"",""280 Stay Currant"",""380 Always Sienna""]",Wal███t.c███,9.47,"[""Beauty"",""Makeup"",""Lip Makeup"",""Lipstick""]",2024-08-25,0.0,0.0,137,75,127,236,1215
