final_price,available_for_delivery,available_for_pickup,brand,review_count,product_id,product_name,category_name,root_category_name,tags,rating,unit_price,sizes,colors,seller,initial_price,categories,date,discount_numeric,discount_percent,one_star,two_stars,three_stars,four_stars,five_stars
12.99,True,False,Nature's Truth,35,618032539,"Turmeric Curcumin 1600mg | 60 Softgel Capsules |  With Ginger, Astragalus, & Black Pepper Extract | Non-GMO, Gluten Free Supplement | by Nature's Truth",All Vitamins & Supplements,Health and Medicine,,4.6,,[],[],Nat███'s ███th ██████,15.28,"[""Health and Medicine"",""Vitamins and Supplements"",""All Vitamins & Supplements""]",2024-08-24,2.29,14.99,0,0,4,5,26
7.79,True,False,Betiyuaoe,1,318615006,Dresses for Women Summer Sleeveless Plus Size Daily Vintage Sunflower Bohemian V Neck Maxi Dress,Plus Size Dresses,Clothing,"[""Clearance""]",1.0,,"[""S"",""M"",""L"",""XL"",""2XL"",""3XL"",""4XL"",""5XL""]","[""Black"",""Navy""]",Jiy███la,9.19,"[""Clothing"",""Womens Plus"",""Plus Size Dresses"",""Plus Size Dresses""]",2024-08-25,1.4,15.23,1,0,0,0,0
20.99,True,False,cheibear,6,1578815246,cheibear Women's Satin Lounge Tops with Shorts Silky Nightwear Pajama Sets,Womens Pajama Sets,Clothing,,4.7,,"[""XS"",""S"",""M"",""L"",""XL"",""2XL""]","[""Black Dots"",""Blue"",""Blue Dots"",""Champagne"",""Champagne Pink"",""Dark Green"",""Dark Pink"",""Green"",""Green-White"",""Light Pink"",""Navy Blue"",""Peacoke Green"",""Pink"",""Pink-White"",""White"",""Wine Red""]",Tas███ina███rp,28.99,"[""Clothing"",""Womens Clothing"",""Womens Pajamas & Loungewear"",""Womens Pajama Sets""]",2024-08-24,8.0,27.6,0,0,1,0,5
32.99,True,False,Comfort Canopy,86,1932369237,Comfort Canopy - 3 Piece Rose Desert Stripe Microfiber Duvet Cover Set with Shams for Twin Beds,Duvet Covers,Home,"[""Reduced price""]",4.2,,"[""Full/Queen"",""King/California King"",""Twin/Twin Extra Long""]","[""Blush / Striped"",""Gray / Chevron"",""Gray / Striped"",""Gray / Striped Print"",""Ivory / Striped"",""Light Blue / Striped"",""Light Gray / Striped"",""Light Gray / Striped Print"",""Navy / Striped"",""Navy / Striped Print"",""Rose / Striped"",""Sage / Striped"",""Turquoise / Chevron"",""Yellow / Chevron""]",ien███ Ho███LLC███,94.99,"[""Home"",""Bedding"",""Duvet Covers""]",2024-08-24,62.0,65.27,10,2,6,8,60
13.49,True,False,CPOKRTWSO,6,507995811,CPOKRTWSO Women's Plus Size 3/4 Roll Sleeves V Neck Henley Tunic Tops Casual Shirts M-14XL,Plus Size Tops,Clothing,"[""Clearance""]",4.3,,"[""M"",""L"",""XL""]","[""02"",""05"",""06"",""carbon Pink"",""carbon black"",""color 07"",""multi Green"",""wine Red""]",CPO███WSO███,14.99,"[""Clothing"",""Womens Plus"",""Plus Size Tops"",""Plus Size Tops""]",2024-08-24,1.5,10.01,1,0,0,0,5
51.99,True,False,Bare Home,128,829098148,"Bare Home Flannel Sheet Set - 100% Cotton - Deep Pocket - 3 Pieces - Twin, Winter Alpine",Kids' Sheets,Home,"[""Reviewers highlighted: comfort, softness"",""Best seller""]",4.7,,"[""Twin"",""Twin-XL"",""Full"",""Queen"",""King"",""Split King"",""California King""]","[""01 - Stirling Plaid - Gray/White"",""02 - Stirling Plaid - Blue/White"",""03 - Stirling Plaid - Burgundy/Sand"",""04 - Red Lodge Plaid"",""05 - Buffalo Plaid - White/Black"",""06 - Buffalo Plaid - Red/Black"",""07 - Tartan Plaid"",""08 - Ticking Stripe - White/Gray"",""09 - Ticking Stripe - White/Burgundy"",""10 - Feelin' Foxy"",""11 - Winter Alpine"",""12 - Stag"",""13 - Winter Trees"",""14 - Kodiak"",""15 - Gnomes"",""16 - Vintage Truck"",""17 - Penguin"",""18 - Snowdrift"",""20 - Stirling Plaid - Blue/White"",""34 - Gnomes""]",Bar███ome███,59.49,"[""Home"",""Kids' Rooms"",""Kids' Bedding"",""Kids' Sheets""]",2024-08-24,7.5,12.61,2,3,8,7,108
5.79,True,False,PNTUTB,6,1766457787,"Pntutb Womens Shorts Clearance,New 2022 Women's Summer Casual with Pockets Drawstring Printed Ruffles Shorts Rollback",Womens Shorts,Clothing,"[""Clearance""]",4.2,,"[""S"",""M"",""L"",""XL"",""XXL"",""3XL""]","[""#7-Blue"",""#7-Gray"",""#7-Green""]",PAT███LAV███,9.9,"[""Clothing"",""Womens Clothing"",""Womens Shorts"",""Womens Shorts""]",2024-08-24,4.11,41.52,1,0,0,1,4
14.99,True,False,Star Wars,1,255946326,Men's Star Wars Darth Vader Starry Sleigh  Graphic Tee Navy Blue X Large,Men's Movies and TV Tees,Clothing,"[""Reduced price""]",5.0,,"[""Big & Tall"",""Men"",""S"",""M"",""L"",""XL"",""2XL"",""3XL""]","[""Navy Blue"",""Royal Blue Heather""]",Top███es ███are███,18.99,"[""Clothing"",""Graphics Shop"",""Graphic Tees"",""Movies & TV Tees"",""Men's Movies and TV Tees""]",2024-08-24,4.0,21.06,0,0,0,0,1
29.99,True,False,X Ray Jeans,1,455894581,"X RAY JEANS Mens Mock Neck Sweater Pullover, Powder Blue, S",Mens Pullover Sweaters,Clothing,"[""Reduced price""]",5.0,,"[""XS"",""S"",""M"",""L"",""XL"",""2XL"",""3XL"",""4XL"",""5XL"",""6XL""]","[""Black"",""BRICK"",""BRITISH KHAKI"",""CHARCOAL"",""CONCRETE"",""COPPER"",""DARK BROWN"",""DARK BURGUNDY"",""DUSTY MAUVE"",""HEATHER SLATE"",""Heather Blue"",""INK BLUE"",""JESTER RED"",""LIGHT HEATHER GREY"",""LIGHT PINK"",""MUSTARD"",""NAVY"",""OATMEAL"",""Off-White"",""OLIVE"",""OXBLOOD"",""PALE PINK"",""PASTEL BLUE"",""PLUM"",""POWDER BLUE"",""SAGE"",""TEAL""]",XRA███EAN███,34.99,"[""Clothing"",""Mens Clothing"",""Mens Sweaters"",""Mens Pullover Sweaters""]",2024-08-25,5.0,14.29,0,0,0,0,1
86.99,True,False,VECELO,39,1267967836,"VECELO Queen Size Metal Bed Frame with Victorian Style Headboard and Footboard, 12.6 Inch Platform Bed Frame with Metal Slats Support, Modern Heavy Duty Mattress Foundation, No Box Spring Needed,White",Metal Bed Frames,Home,"[""Reduced price""]",4.6,,"[""Twin"",""Full"",""Queen""]","[""Black"",""Gold"",""Pink"",""White""]",KHD███OUP███C,99.99,"[""Home"",""Furniture"",""Bedroom Furniture"",""Bed Frames"",""Metal Bed Frames""]",2024-08-25,13.0,13.0,2,0,2,4,31
16.98,True,False,CRAYNER,30,5469955513,CRAYNER Women Summer Short Sleeve Dresses Casual Swing Cold Shoulder T Shirt Dresses Sundress with Pockets,Casual Dresses,Clothing,"[""Reduced price""]",4.7,,"[""S"",""M"",""L"",""1X"",""2X""]","[""4-Navy Blue"",""14-SteelBlue"",""Flower32"",""Flower35"",""Flower37""]",CRA███R,28.99,"[""Clothing"",""Womens Clothing"",""Womens Dresses"",""Casual Dresses""]",2024-08-25,12.01,41.43,0,2,1,2,25
9.98,True,True,Pretty Smart,29,5316176929,"Pretty Smart Celebrity Artist Eyeshadow Palette 102, Toasty Mauve, Gradient, Bare Brunch, Mr. Merlot, 4.50g",Clean Beauty Makeup,Beauty,"[""In 50+ people's carts""]",4.6,2.22,[],"[""Peri-twinkle, My shadow, Whirlwind, Blender"",""Silk Truffle, Billy, Bare, Terracotta"",""Toasty Mauve, Gradient, Bare Brunch, Mr. Merlot""]",Wal███t.c███,9.98,"[""Beauty"",""Beauty by Topic"",""Clean Beauty"",""Clean Beauty Makeup""]",2024-08-25,0.0,0.0,0,0,4,5,20
28.99,True,False,Disney,258,5118743904,Disney Girls Bomber Jacket Minnie Mouse Daisy Colorblock Varsity Jacket Gift Fall Spring Sizes 3-10,Girls Coats and Jackets,Clothing,"[""Best seller""]",3.9,,"[""3T"",""3-4 Years"",""4-5 Years"",""5-6 Years"",""6-7 Years"",""7-8 Years"",""8-9 Years"",""9-10 Years"",""11-12 Years"",""13-14 Years""]","[""1#Hot Pink"",""2#Pink"",""3#Stitch"",""4#Blue"",""5#Red""]",Pat███,39.13,"[""Clothing"",""Kids Clothing"",""Girls Clothing"",""Girls Coats & Jackets"",""Girls Coats and Jackets""]",2024-08-25,10.14,25.91,44,20,17,11,166
10.56,True,False,Qishi,108,908201566,Silicone Waterproof Dog Cat Pet Food Mats Tray - Non Slip Pet Dog Cat Bowl Mats Placemat - FDA Grade Dog Pet Cat Feeding Mat-BLUE,"All Cat Feeders, Fountains, and Bowls",Pets,"[""Clearance""]",4.1,,[],"[""Blue"",""Black"",""Gray"",""Green"",""Pink"",""Red""]",SF ███ern███ona█████████,19.99,"[""Pets"",""Cats"",""Cat Feeders, Fountains, and Bowls"",""All Cat Feeders, Fountains, and Bowls""]",2024-08-24,9.43,47.17,10,8,13,11,66
9.98,True,False,Joyspun,1311,5294092563,"Joyspun Women's Tank Top and Shorts Pajama Set, 2-Piece, Sizes S to 3X",Plus Size Pajama Sets,Clothing,"[""Best seller""]",4.7,,"[""S"",""M"",""L"",""XL"",""2X"",""3X""]","[""Aqua Pond"",""BLACK SOOT"",""BLACK SOOT HEART"",""CORAL BELL"",""MEDIUM GREY HEATHER"",""Nautical Navy"",""Nordic Rose"",""Orchid Delight"",""Peach Bud"",""Peri Swim"",""Peri Swim AOP"",""Pink Sail"",""Vibrant Orchid""]",Wal███t.c███,9.98,"[""Clothing"",""Womens Clothing"",""Womens Pajamas & Loungewear"",""Womens Plus Size Pajamas & Loungewear"",""Plus Size Pajama Sets""]",2024-08-24,0.0,0.0,25,15,52,107,1112
10.58,True,False,Licensed,12,5170388947,"Pabst Blue Ribbon Men's & Big Men's Board Shorts Swim Trunks, 7.5"" Inseam, Sizes S-3XL",Young Adult Swimsuits,Clothing,"[""Clearance""]",4.9,,"[""2XL(44/46)"",""3XL(48/50)"",""S(28/30)"",""M(32/34)"",""L(36/38)"",""XL(40/42)""]","[""Corona Island Hops"",""Corona Mirage"",""Modelo Variety"",""Oceans of PBR""]",Wal███t.c███,17.98,"[""Clothing"",""Young Adult"",""Young Adult Clothing"",""Young Adult Swimsuits""]",2024-08-24,7.4,41.16,0,0,0,1,11
25.35,True,False,Playtex,6950,413714617,Playtex 18 Hour Comfort Strap Bra,Womens Bras,Clothing,"[""Reviewers highlighted: comfort, support, price""]",4.3,,"[""34D"",""34DD"",""36B"",""36C"",""36D"",""36DD"",""38 B"",""38 C"",""38 D"",""38 DD"",""38 DDD"",""38B"",""38C"",""38D"",""38DD"",""38DDD"",""38G"",""40 B"",""40 D"",""40 DD"",""40B"",""40C"",""40D"",""40DD"",""40DDD"",""42 B"",""42 C"",""42 D"",""42 DD"",""42 DDD"",""42B"",""42C"",""42D"",""42DD"",""42DDD"",""42G"",""44 DD"",""44 DDD"",""44B"",""44C"",""44D"",""44DD"",""44G"",""46 DDD"",""46 G"",""46B"",""46C"",""46D"",""46DD"",""46DDD"",""46G"",""48B"",""48C"",""48DD"",""48DDD"",""50C"",""50D"",""50DD"",""50DDD"",""52 DDD"",""52DDD"",""54C"",""54D"",""54DD"",""54DDD""]","[""Berry"",""Berry 2"",""Blue"",""Marine"",""Marine Blue"",""Natural Beige"",""PLUM MAJESTIC"",""PRETTY BLUSH"",""Plum Majestic"",""Rosewater"",""SAILOR BLUE"",""SIGNATURE BERRY"",""Sailor Blue"",""Signature Berry"",""TOFFEE"",""White""]",MKP███ign███,35.98,"[""Clothing"",""Womens Clothing"",""Womens Bras, Panties & Lingerie"",""Womens Bras"",""Womens Bras""]",2024-08-24,10.63,29.54,548,327,485,1047,4543
56.39,True,False,Wrangler,94,472338698,36MACMS Mens Wrangler Adv Comfort Slim Fit,Mens Slim Fit Jeans,Clothing,,4.2,,"[""30W x 32L"",""30W x 34L"",""31W x 34L"",""33W x 32L"",""34W x 34L"",""35W x 36L""]","[""Mid Stone""]",Cou███y O███itt███,62.94,"[""Clothing"",""Mens Clothing"",""Mens Jeans"",""Mens Slim Fit Jeans""]",2024-08-25,6.55,10.41,8,5,10,6,65
29.99,False,False,WHIMZEES,5,369367315,"WHIMZEES Value Bag Stix Dental Chews, Small, Pack of 40",All Dog Dental Care,Pets,"[""Reviewers highlighted: size, shape, for puppies""]",4.2,32.25,[],[],Dad███'s ███n,36.97,"[""Pets"",""Dogs"",""Dog Health and Wellness"",""Dog Dental Care"",""All Dog Dental Care""]",2024-08-24,6.98,18.88,1,0,0,0,4
12.99,True,False,Playtex,6620,494669579,Playtex 18 Hour Wirefree Bra Ultimate Lift & Support Cushioned Women's 4745,Wireless Bras,Clothing,"[""Best seller""]",4.4,,"[""34C"",""34DD"",""36B"",""36C"",""36D"",""36DD"",""38B"",""38C"",""38D"",""38DD"",""38DDD"",""38G"",""40B"",""40C"",""40D"",""40DD"",""40DDD"",""40G"",""42B"",""42C"",""42D"",""42DD"",""42DDD"",""42G"",""44B"",""44C"",""44D"",""44DD"",""44DDD"",""44G"",""46B"",""46C"",""46D"",""46DD"",""46DDD"",""46G"",""48B"",""48C"",""48D"",""48DD"",""48DDD"",""403D""]","[""Black"",""Blue Sage"",""Blue Velvet"",""CRYSTALGREY"",""Crystal Grey"",""GENTLEPEACH"",""Galactic Red"",""Gentle Peach"",""MOTHEROFPEARL"",""Mauve Glow"",""Mother of Pearl"",""Nude"",""Sandshell"",""Toffee"",""Urban Lilac"",""Warm Steel"",""White"",""Zen Blue""]",Bar███ece███tie███,17.99,"[""Clothing"",""Womens Clothing"",""Womens Bras, Panties & Lingerie"",""Womens Bras"",""Wireless Bras""]",2024-08-24,5.0,27.79,481,231,363,737,4808
13.88,True,False,Alsol Lamesa,13,1331751223,Swimsuit Coverup for Women Stripe Print Plus Size Beach Coverup Side Split Bathing Suit Cover Ups Alsol Lamesa,Womens Swimsuit Cover-ups,Clothing,"[""Clearance""]",3.6,,"[""One Size""]","[""Black"",""Dark green"",""Navy blue"",""Yellow""]",GZX███S,19.88,"[""Clothing"",""Womens Clothing"",""Womens Swimsuits"",""Womens Swimsuit Cover-ups"",""Womens Swimsuit Cover-ups""]",2024-08-24,6.0,30.18,2,2,1,2,6
13.99,True,False,TheLovely,208,172401971,TheLovely Womens & Plus Stretch Cotton Fold-Over High Waist Bootcut Workout Flared Yoga Pants,Plus Size Activewear,Clothing,"[""Reviewers highlighted: comfort, fit"",""Clearance""]",3.8,,"[""S"",""M"",""L"",""XL"",""1X"",""2X"",""3X""]","[""2PK: Ash Grey/Charcoal"",""2PK: Ash Mocha/Deep Camel"",""2PK: Ash Mocha/Mocha"",""2PK: Ash Rose/Desert Rose"",""2PK: Ash Rose/Magenta"",""2PK: Black/Black"",""2PK: Black/White"",""2PK: Bright Blue/Deep Sky"",""2PK: Bright Blue/Spring Blue"",""2PK: Charcoal/Americano"",""2PK: Charcoal/DK Olive"",""2PK: Charcoal/DK Plum"",""2PK: Charcoal/H Grey"",""2PK: Charcoal/Navy"",""2PK: Charcoal/White"",""2PK: DK Burgundy/DK Rust"",""2PK: DK Olive/Hunter Green"",""2PK: DK Olive/LT Olive"",""2PK: Deep Sky/Spring Blue"",""2PK: Desert Rose/Ruby"",""2PK: Dusty Banana/Olive Mustard"",""2PK: Dusty Teal/Teal"",""2PK: Fuchsia/H Mauve"",""2PK: H Grey/H Beige"",""2PK: H Grey/H Grey"",""2PK: H Grey/White"",""2PK: LT Navy/LT Olive"",""2PK: LT Navy/Mint"",""2PK: NAVY/TEAL"",""2PK: Navy/Teal"",""2PK: Neon Coral/H Mauve"",""2PK: Olive Mustard/Khaki"",""2PK: Ruby/Magenta"",""2PK:Bone/H Beige"",""3PK: BLACK/CHARCOAL/H GREY"",""3PK: Black/Charcoal/H Grey"",""3PK: Black/Charcoal/White"",""3PK: Black/H Grey/White"",""3PK: Black/Navy/White"",""3PK: Black/Red/White"",""ASH OLIVE"",""Almond"",""Americano"",""Army Green"",""Ash Grey"",""Ash Mocha"",""Ash Mustard"",""Ash Olive"",""Ash Rose"",""Black"",""Blue Grey"",""Bone"",""Charcoal"",""Copper"",""DK Brown"",""DK Burgundy"",""DK Olive"",""DK Rust"",""Deep Camel"",""Deep Sky"",""Denim Blue"",""Desert Rose"",""Dusty Banana"",""Dusty Teal"",""Eggplant"",""Fired Brick"",""Fuchsia"",""Gray"",""Green"",""Green MInt"",""Green Mint"",""H Beige"",""H Grey"",""H Mauve"",""Hunter Green"",""Ivory"",""Khaki"",""LT Navy"",""LT Olive"",""Magenta"",""Mid Grey"",""Mint"",""Mocha"",""Navy"",""Neon Coral"",""Olive Mustard"",""Ruby"",""Spring Blue"",""Teal"",""Titanium"",""White""]",The███ely███,17.99,"[""Clothing"",""Womens Plus"",""Plus Size Activewear"",""Plus Size Activewear""]",2024-08-24,4.0,22.23,47,5,13,24,119
19.99,True,False,Moa Collection,26,284562411,MOA COLLECTION Women's Solid Casual Lightweight Loose Fit Pocket Open Front Knit Cardigan,Cardigans for Women,Clothing,,3.9,,"[""S"",""M"",""L"",""XL"",""2XL"",""3XL""]","[""Black"",""Brown"",""Burgundy"",""Charcoal"",""Dark Mauve"",""Dusty Pink"",""Dusty Rose"",""Heather Gray"",""Hunter Green"",""Ivory"",""Mocha"",""Mustard"",""Navy"",""Olive"",""Purple"",""Red"",""Rust""]",MOA███lle███on,22.95,"[""Clothing"",""Womens Clothing"",""Womens Sweaters"",""Cardigans for Women""]",2024-08-25,2.96,12.9,4,0,4,4,14
37.95,True,False,G-Style USA,19,920987081,Men's Tiger Striped Reflective Tape Track Suits 2 Piece Sweatsuit Set ST576 - Neon Yellow - Large,Mens Workout Clothing,Clothing,,4.8,,"[""S"",""M"",""L"",""XL"",""1X"",""2XL"",""2X"",""3XL"",""3X"",""4XL"",""4X"",""5XL"",""5X"",""Up to 5X""]","[""Bandana Black"",""Bandana Red"",""Bandana Royal Blue"",""Bandana White"",""Colorblock Frozen Yellow"",""Colorblock Gold"",""Colorblock Green"",""Colorblock Red"",""Colorblock Royal Blue"",""Floral Tiger Black"",""Floral Tiger Burgundy"",""Floral Tiger Off-White"",""Floral Tiger Royal Blue"",""G Stripe Black"",""G Stripe Green"",""G Stripe Navy"",""G Stripe Purple"",""G Stripe Red"",""G Stripe Royal Blue"",""G Striped Tiger Black"",""G Striped Tiger Off-White"",""Gradation Black"",""Gradation Neon Orange"",""Gradation Neon Yellow"",""Gradation Red"",""Gradation Royal Blue"",""Leopard Brown"",""Luxury Black"",""Luxury White"",""Neon Tiger Black"",""Neon Tiger White"",""Ombre Gradient Tiger Black"",""Ombre Gradient Tiger Blue"",""Ombre Gradient Tiger Red"",""Paisley Black"",""Paisley Blue"",""Paisley Frozen Yellow"",""Paisley Red"",""Reflective Black/Neon Orange"",""Reflective Black/Neon Yellow"",""Reflective Frozen Camo"",""Reflective Tiger Neon Blue"",""Reflective Tiger Neon Orange"",""Reflective Tiger Neon Yellow"",""Sport Black"",""Sport Burgundy"",""Sport Royal Blue"",""Tiger Camo""]",G-S███e U███,54.95,"[""Clothing"",""Mens Clothing"",""Mens Workout Clothing"",""Mens Workout Clothing""]",2024-08-25,17.0,30.94,0,0,1,1,17
24.99,True,False,Vulcanodon,68,5157204153,"Vulcanodon Mens Pajama Set 100% Cotton, Long Sleeve Button Down PJ Set for Men Plaid Men's Sleepwear(Red Blue-Plaid, Small)",Mens Pajama Sets,Clothing,"[""Best seller""]",4.6,,"[""S"",""M"",""L"",""XL"",""2XL""]","[""Aqua Blue-Plaid"",""Dark Blue-Plaid"",""Navy-Plaid"",""Red Blue-Plaid"",""Royal Blue-Plaid""]",VUL███ODO███,37.99,"[""Clothing"",""Mens Clothing"",""Mens Pajamas and Robes"",""Mens Pajama Sets""]",2024-08-24,13.0,34.22,2,1,6,1,58
21.99,True,False,Bare Home,425,1638119585,"Bare Home Fitted Sheet - 22"" Extra Deep Pocket - Premium 1800 Collection - King, 22"" Pocket, Red",Colored Sheets,Home,,4.6,,"[""Twin-XL"",""Full-XL"",""22\"" - Cal King"",""22\"" - Full"",""22\"" - Full XL"",""22\"" - King"",""22\"" - Queen"",""22\"" - Split Queen"",""22\"" - Twin"",""22\"" - Twin XL"",""24\"" - Full"",""24\"" - King"",""24\"" - Queen"",""24\"" - Twin"",""24\"" - Twin XL""]","[""Black"",""Cloud Gray"",""Cypress"",""Dark Blue"",""Forest Green"",""Gray"",""Light Blue"",""Light Gray"",""Plum"",""Red"",""Sand"",""Taupe"",""White""]",Bar███ome███,32.99,"[""Home"",""Bedding"",""Bed Sheets & Pillowcases"",""Colored Sheets""]",2024-08-24,11.0,33.34,20,11,15,42,337
21.75,True,False,Leading Lady,4,569572519,The Serena - Cotton Wirefree Sports Bra,Low Support,Clothing,"[""Reduced price""]",5.0,,"[""36BCD"",""36DDFG"",""38BCD"",""38DDFG"",""40BCD"",""40DDFG"",""42BCD"",""42DDFG"",""44BCD"",""44DDFG"",""46BCD"",""46DDFG"",""48BCD"",""48DDFG"",""50BCD"",""50DDFG"",""52BCD"",""52DDFG"",""54BCD"",""54DDFG"",""56BCD"",""56DDFG""]","[""Amethyst Plum"",""Black"",""Blue Feathered Print"",""Gray Shadow"",""Heather Grey"",""Lavender"",""Light Coral Geo Print"",""Mocha"",""Mocha Leo Dot"",""Navy"",""White""]","Lea███g L███, I██████",29.0,"[""Clothing"",""Womens Clothing"",""Womens Bras, Panties & Lingerie"",""Womens Bras"",""Womens Sports Bras"",""Low Support""]",2024-08-25,7.25,25.0,0,0,0,0,4
52.2,True,False,Amay's,1,3204034213,Amay 800TC Organic Cotton California King Size Fitted Sheet ( 72X84 ) Fits Mattress Upto 12 -15 inches Parrot Green Stripe,Cooling Sheets,Home,"[""Reduced price""]",5.0,,"[""King Pillowcases(20x40)"",""Standard Pillowcases(20x30 )"",""Split King (39x80)"",""Twin (39x75)"",""Twin XL (39x80)"",""Full (54x75)"",""Queen ( 60x80)"",""Short Queen ( 60x75)"",""Olympic Queen ( 66x80)"",""California king (72x84)"",""RV King (72x75)"",""King (76x80)"",""Grand King (80x98)"",""Emperor (84x84)"",""Alaska King (108x108)""]","[""Aqua Blue"",""Beige"",""Black"",""Burgundy"",""Chocolate"",""Dark Grey"",""Gold"",""Gray"",""Hot Pink"",""Ivory"",""Lavender"",""Light Blue"",""Navy Blue"",""Orange"",""Parrot Green"",""Peach"",""Pink"",""Purple"",""Red"",""Royal Blue"",""Sage"",""Silver Grey"",""Taupe"",""Teal"",""Turquoise"",""White"",""Wine"",""Yellow""]",AMA███EXT███S,58.0,"[""Home"",""Bedding"",""Bed Sheets & Pillowcases"",""Cooling Sheets""]",2024-08-25,5.8,10.0,0,0,0,0,1
4.09,True,False,PNTUTB,7,1746644909,"Pntutb Womens Clearance,Sexy Women's Plus Size Vest Crop Wire Free Bra Lace Lingerie Sexy V-Neck Underwear Rollback",Wireless Bras,Clothing,"[""Clearance""]",3.1,,"[""S"",""M"",""L"",""XL"",""XXL"",""3XL""]","[""Beige"",""Black"",""Blue"",""Gray"",""Green"",""Pink"",""White""]",PAT███LAV███,4.69,"[""Clothing"",""Womens Clothing"",""Womens Bras, Panties & Lingerie"",""Womens Bras"",""Wireless Bras""]",2024-08-24,0.6,12.79,1,3,0,0,3
16.13,True,False,MIZANI,377,46068414,Mizani Edge Taming Hair Gel - Size : 1.7 Oz,Premium Hair Styling Products,Premium Beauty,,4.3,,[],[],The███aut███s,18.0,"[""Premium Beauty"",""Premium Hair Care & Hair Tools"",""Premium Styling Products"",""Premium Hair Styling Products""]",2024-08-24,1.87,10.39,5,15,54,85,218
44.1,True,False,Hauteloom,12,999564173,"Hauteloom Milliken Hallway, Kitchen Runner Rug - Updated Traditional - Orange, Purple, Gray - 2'7"" x 7'3""",All Runner Rugs,Home,"[""Reduced price""]",4.5,,"[""2' x 2'11\"""",""2'7\"" x 7'3\"""",""3'11\"" x 5'7\"""",""5'3\"" x 7'3\"""",""7'10\"" x 10'2\"""",""8'10\"" x 12'6\"""",""18\"" x 18\"" Sample""]","[""Burgundy, Burnt Orange, Teal / Milliken""]",Hau███oom███,49.0,"[""Home"",""Decor"",""Rugs"",""Runner Rugs"",""All Runner Rugs""]",2024-08-25,4.9,10.0,0,0,3,0,9
15.29,True,False,TheLovely,18,351681309,TheLovely Women & Plus Sleeveless Mock-TurtleNeck Pleated Top with Waistband,Halloween Themed Clothing,Party & Occasions,,4.5,,"[""S"",""M"",""L"",""XL"",""1X"",""2X"",""3X""]","[""Americano"",""Army Green"",""Ash Blue"",""Ash Copper"",""Ash Grey"",""Ash Mint"",""Ash Mocha"",""Ash Mustard"",""Ash Olive"",""Ash Rose"",""Black"",""Bright Blue"",""Burgundy"",""Butter Orange"",""Cement"",""Charcoal"",""Coffee"",""Copper"",""D Rose"",""DK Purple"",""DK Red"",""Dark Mustard"",""Deep Coral"",""Deep Green"",""Desert Mustard"",""Desert Rose"",""Dk Burgundy"",""Dk Olive"",""Dk Plum"",""Dusty Blush"",""Dusty Lavender"",""Dusty Mint"",""Dusty Pink"",""Dusty Rose"",""Dusty Teal"",""Eggplant"",""Forest Green"",""Fuchsia"",""Green Mint"",""H Beige"",""H Grey"",""Hot Pink"",""Hunter Green"",""Ice Blue"",""Ivory"",""Kelly Green"",""LT Green"",""LT Olive"",""Lavender"",""Lilac Grey"",""Magenta"",""Midnight Navy"",""Mint"",""N Coral Pink"",""Navy"",""Ocean Blue"",""Peach"",""Purple"",""Rose"",""Rose Pink"",""Ruby"",""Sand Beige"",""Sapphire"",""Spring Blue"",""Teal"",""Titanium""]",The███ely███,16.99,"[""Party & Occasions"",""Halloween"",""Halloween Themed Clothing""]",2024-08-25,1.7,10.01,1,1,0,2,14
24.99,True,False,SORMAG,82,5530831029,"SORMAG 3 Pieces Duvet Cover Set, Soft Washed Microfiber Duvet Cover Full with 2 Pillow Shams,Black",Bedding Sets,Home,"[""Best seller"",""Flash Deal""]",4.3,,"[""Twin"",""Full"",""Queen"",""King"",""California King""]","[""Black"",""Dark Grey"",""Light Grey"",""Navy Blue"",""White""]",JYT███ME,129.99,"[""Home"",""Bedding"",""Bedding Sets"",""Bedding Sets""]",2024-08-24,105.0,80.78,7,3,8,4,60
12.8,True,False,eFavormart,156,5066959782,"Efavormart 90""x132"" Wine Seamless Polyester Rectangular Tablecloth",Wedding Tablecloths,Home,"[""Best seller""]",4.6,,"[""50\"" x 120\"""",""54\"" x 96\"""",""60\"" x 102\"""",""60\"" x 126\"""",""72\"" x 120\"""",""90\"" x 132\"""",""90\"" x 156\""""]","[""Amethyst"",""Apple Green"",""Beige"",""Black"",""Blush"",""Brown"",""Burgundy"",""Chocolate"",""Cinnamon Rose/Gold"",""Denim"",""Dusty Blue"",""Dusty Rose"",""Dusty Sage"",""Eucalyptus Dusty Sage"",""Floral Dusty Sage Green"",""Fushia"",""Gold"",""Ivory"",""Lavender"",""Lime Green"",""Navy Blue"",""Nude Beige"",""Orange"",""Peacock Teal Green"",""Pink"",""Purple"",""Red"",""Royal Blue"",""Silver"",""Taupe"",""Terracotta"",""White"",""Willow"",""Wine"",""Yellow""]",Efa███mar███,16.99,"[""Home"",""Kitchen & Dining"",""Kitchen & Table Linens"",""Table Linens"",""Wedding Tablecloths""]",2024-08-24,4.19,24.66,8,2,3,15,128
